questao,gabarito,enunciado,alternativas
104,D,,"[""2\x03DOHPmR\x03)ULW]\x03+DEHU\x03UHFHEHX\x03R\x033UrPLR\x031REHO\x03GH\x03 química de 1918 pelo desenvolvimento de um processo viável para a síntese da amônia (NH 3). Em seu discurso GH\x03 SUHPLDomR\x0f\x03 +DEHU\x03 MXVWL¿FRX\x03 D\x03 LPSRUWkQFLD\x03 GR\x03 IHLWR\x03dizendo que: ³'HVGH\x03 D\x03 PHWDGH\x03 GR\x03 VpFXOR\x03 SDVVDGR\x0f\x03 WRUQRX\x10VH\x03 conhecido que um suprimento de nitrogênio é uma necessidade básica para o aumento das safras de alimentos; entretanto, também se sabia que as plantas QmR\x03SRGHP\x03DEVRUYHU\x03R\x03QLWURJrQLR\x03HP\x03VXD\x03IRUPD\x03VLPSOHV\x0f\x03que é o principal constituinte da atmosfera. Elas precisam que o nitrogênio seja combinado [...] para poderem DVVLPLOi\x10OR\x11 Economias agrícolas basicamente mantêm o balanço do nitrogênio ligado. No entanto, com o advento da era LQGXVWULDO\x0f\x03RV\x03SURGXWRV\x03GR\x03VROR\x03VmR\x03OHYDGRV\x03GH\x03RQGH\x03FUHVFH\x03D\x03FROKHLWD\x03SDUD\x03OXJDUHV\x03GLVWDQWHV\x0f\x03RQGH\x03VmR\x03FRQVXPLGRV\x0f\x03ID]HQGR\x03FRP\x03TXH\x03R\x03QLWURJrQLR\x03OLJDGR\x03QmR\x03UHWRUQH\x03j\x03WHUUD\x03da qual foi retirado. ,VVR\x03WHP\x03JHUDGR\x03D\x03QHFHVVLGDGH\x03HFRQ{PLFD\x03PXQGLDO\x03 de abastecer o solo com nitrogênio ligado. [...] A demanda SRU\x03QLWURJrQLR\x0f\x03WDO\x03FRPR\x03D\x03GR\x03FDUYmR\x0f\x03LQGLFD\x03TXmR\x03GLIHUHQWH\x03QRVVR\x03 PRGR\x03 GH\x03 YLGD\x03 VH\x03 WRUQRX\x03 FRP\x03 UHODomR\x03 DR\x03 GDV\x03pessoas que, com seus próprios corpos, fertilizam o solo que cultivam. Desde a metade do último século, nós vínhamos aproveitando o suprimento de nitrogênio do salitre que a natureza tinha depositado nos desertos montanhosos do Chile. Comparando o rápido crescimento da demanda FRP\x03 D\x03 H[WHQVmR\x03 FDOFXODGD\x03 GHVVHV\x03 GHSyVLWRV\x0f\x03 ¿FRX\x03 claro que em meados do século atual uma emergência seríssima seria inevitável, a menos que a química encontrasse uma saída.” +$%(5\x0f\x03)\x11\x03 The Synthesis of Ammonia from its Elements . 'LVSRQtYHO\x03HP \x03ZZZ\x11QREHOSUL]H\x11RUJ\x11\x03$FHVVR\x03HP \x03\x14\x16\x03MXO\x11\x03\x15\x13\x14\x16\x03 DGD SWDGR \x11 De acordo com os argumentos de Haber, qual fenômeno teria provocado o desequilíbrio no “balanço do nitrogênio ligado”? AO esgotamento das reservas de salitre no Chile. B2\x03DXPHQWR\x03GD\x03H[SORUDomR\x03GH\x03FDUYmR\x03YHJHWDO\x03H\x03FDUYmR\x03 mineral. C$\x03 UHGXomR\x03 GD\x03 IHUWLOLGDGH\x03 GR\x03 VROR\x03 QDV\x03 HFRQRPLDV\x03 agrícolas. D$\x03LQWHQVL¿FDomR\x03QR\x03ÀX[R\x03GH\x03SHVVRDV\x03GR\x03FDPSR\x03SDUD\x03 as cidades. EA necessidade das plantas de absorverem sais de nitrogênio disponíveis no solo.*DO0525AM5*&1\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x19""]"
105,E,,"['$\x03SROLQL]DomR\x0f\x03TXH\x03YLDELOL]D\x03R\x03WUDQVSRUWH\x03GR\x03JUmR\x03GH\x03 pólen de uma planta até o estigma de outra, pode ser realizada biótica ou abioticamente. Nos processos abióticos, as plantas dependem de fatores como o vento e a água. $\x03HVWUDWpJLD\x03HYROXWLYD\x03TXH\x03UHVXOWD\x03HP\x03SROLQL]DomR\x03PDLV\x03 H¿FLHQWH\x03TXDQGR\x03HVWD\x03GHSHQGH\x03GR\x03YHQWR\x03p\x03R D AGLPLQXLomR\x03GR\x03FiOLFH\x11 Balongamento do ovário. CGLVSRQLELOL]DomR\x03GR\x03QpFWDU\x11 DLQWHQVL¿FDomR\x03GD\x03FRU\x03GDV\x03SpWDODV\x11 Eaumento do número de estames.']"
106,C,,"['Muitos smartphones e tablets\x03 QmR\x03 SUHFLVDP\x03 PDLV\x03 de teclas, uma vez que todos os comandos podem ser GDGRV\x03 DR\x03 VH\x03 SUHVVLRQDU\x03 D\x03 SUySULD\x03 WHOD\x11\x03 ,QLFLDOPHQWH\x03essa tecnologia foi proporcionada por meio das telas resistivas, formadas basicamente por duas camadas de PDWHULDO\x03FRQGXWRU\x03WUDQVSDUHQWH\x03TXH\x03QmR\x03VH\x03HQFRVWDP\x03DWp\x03TXH\x03DOJXpP\x03DV\x03SUHVVLRQH\x0f\x03PRGL¿FDQGR\x03D\x03UHVLVWrQFLD\x03WRWDO\x03do circuito de acordo com o ponto onde ocorre o toque. $\x03LPDJHP\x03p\x03XPD\x03VLPSOL¿FDomR\x03GR\x03FLUFXLWR\x03IRUPDGR\x03SHODV\x03placas, em que A e B representam pontos onde o circuito pode ser fechado por meio do toque. \x17\x03Nȍ A\x17\x03Nȍ\x17\x03Nȍ \x17\x03Nȍ+ - BH Qual é a resistência equivalente no circuito provocada por um toque que fecha o circuito no ponto A? A\x14\x0f\x16\x03Nȍ B\x17\x0f\x13\x03Nȍ C\x19\x0f\x13\x03Nȍ D\x19\x0f\x1a\x03Nȍ E\x14\x15\x0f\x13\x03Nȍ']"
107,A,,"['Companhias que fabricam jeans usam cloro para R\x03 FODUHDPHQWR\x0f\x03 VHJXLGR\x03 GH\x03 ODYDJHP\x11\x03 $OJXPDV\x03 HVWmR\x03substituindo o cloro por substâncias ambientalmente mais seguras como peróxidos, que podem ser degradados por enzimas chamadas peroxidases. Pensando nisso, SHVTXLVDGRUHV\x03 LQVHULUDP\x03 JHQHV\x03 FRGL¿FDGRUHV\x03 GH\x03peroxidases em leveduras cultivadas nas condições de clareamento e lavagem dos jeans e selecionaram as VREUHYLYHQWHV\x03SDUD\x03SURGXomR\x03GHVVDV\x03HQ]LPDV\x11 725725$\x0f\x03*\x11\x03-\x11 \x03)81.(\x0f\x03%\x11\x035\x11 \x03&$6(\x0f\x03&\x11\x03/\x11\x03 Microbiologia . \x035LR\x03GH\x03-DQHLUR \x03$UWPHG\x0f\x03\x15\x13\x14\x19\x03 DGDSWDGR \x111HVVH\x03FDVR\x0f\x03R\x03XVR\x03GHVVDV\x03OHYHGXUDV\x03PRGL¿FDGDV\x03REMHWLYD AUHGX]LU\x03D\x03TXDQWLGDGH\x03GH\x03UHVtGXRV\x03Wy[LFRV\x03QRV\x03HÀXHQWHV\x03 da lavagem. Beliminar a necessidade de tratamento da água consumida. Celevar a capacidade de clareamento dos jeans . Daumentar a resistência do jeans a peróxidos. EDVVRFLDU\x03DomR\x03EDFWHULFLGD\x03DR\x03FODUHDPHQWR\x11']"
108,A,,"['Por meio de reações químicas que envolvem carboidratos, lipídeos e proteínas, nossas células obtêm HQHUJLD\x03H\x03SURGX]HP\x03JiV\x03FDUE{QLFR\x03H\x03iJXD\x11\x03$\x03R[LGDomR\x03 da glicose no organismo humano libera energia, conforme LOXVWUD\x03D\x03HTXDomR\x03TXtPLFD\x0f\x03VHQGR\x03TXH\x03DSUR[LPDGDPHQWH\x03\x17\x13\x08\x03GHOD\x03p\x03GLVSRQLELOL]DGD\x03SDUD\x03DWLYLGDGH\x03PXVFXODU\x11 ', '6H\x14\x15O6 (s) + 6 O\x15 (g) ĺ 6 CO\x15 (g) + 6 H\x152\x03 O \x03\x03\x03\x03\x03\x03¨cH\x03 \x03í\x15\x03\x1b\x13\x13\x03N- Considere as massas molares (em g molí\x14): H = 1; &\x03 \x03\x14\x15 \x032\x03 \x03\x14\x19\x11 /,0$\x0f\x03/\x11\x030\x11 \x03)5$*$\x0f\x03&\x11\x03$\x11\x030\x11 \x03%$55(,52\x0f\x03(\x11\x03-\x11\x03 Química na saúde . 6mR\x033DXOR \x036RFLHGDGH\x03%UDVLOHLUD\x03GH\x034XtPLFD\x0f\x03\x15\x13\x14\x13\x03 DGDSWDGR \x11 1D\x03R[LGDomR\x03GH\x03\x14\x0f\x13\x03JUDPD\x03GH\x03JOLFRVH\x0f\x03D\x03HQHUJLD\x03REWLGD\x03 para atividade muscular, em quilojoule, é mais próxima de A\x19\x0f\x15\x11 B15,6. C\x1a\x13\x0f\x13\x11 D\x19\x15\x15\x0f\x15\x11 E\x14\x03\x14\x15\x13\x0f\x13\x11']"
109,D,,"['$OJXQV\x03SHL[HV\x0f\x03FRPR\x03R\x03SRUDTXr\x0f\x03D\x03HQJXLD\x10HOpWULFD\x03GD\x03 Amazônia, podem produzir uma corrente elétrica quando se encontram em perigo. Um poraquê de 1 metro de comprimento, em perigo, produz uma corrente em torno GH\x03\x15\x03DPSqUHV\x03H\x03XPD\x03YROWDJHP\x03GH\x03\x19\x13\x13\x03YROWV\x11 O quadro apresenta a potência aproximada de equipamentos elétricos. Equipamento elétrico Potê ncia aproximada (watt) Exaustor 150 Computador 300 Aspirador de pó 600 Churrasqueira elétrica \x14\x03\x15\x13\x13 Secadora de roupas 3 600 O equipamento elétrico que tem potência similar àquela produzida por esse peixe em perigo é o(a) Aexaustor. Bcomputador. Caspirador de pó. Dchurrasqueira elétrica. Esecadora de roupas.*DO0525AM6*&1\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x1a']"
110,D,,"['Ao pesquisar um resistor feito de um novo tipo de material, um cientista observou o comportamento PRVWUDGR\x03QR\x03JUi¿FR\x03WHQVmR\x03 versus corrente. 120 100 80 60 40 20 0 1234567Tensão (V) Corrente (A) $SyV\x03D\x03DQiOLVH\x03GR\x03JUi¿FR\x0f\x03HOH\x03FRQFOXLX\x03TXH\x03D\x03WHQVmR\x03 HP\x03IXQomR\x03GD\x03FRUUHQWH\x03p\x03GDGD\x03 SHOD\x03HTXDomR\x039\x03 \x03\x14\x13\x03 i+i\x15. 2\x03JUi¿FR\x03GD\x03UHVLVWrQFLD\x03HOpWULFD\x03 R \x03GR\x03UHVLVWRU\x03HP\x03IXQomR\x03 da corrente ( i) é ', '', '', '', 'E']"
111,D,,"['', 'hidroxilamina (NH\x15OH) é extremamente reativa HP\x03 UHDo}HV\x03 GH\x03 VXEVWLWXLomR\x03 QXFOHRItOLFD\x0f\x03 MXVWL¿FDQGR\x03VXD\x03 XWLOL]DomR\x03 HP\x03 GLYHUVRV\x03 SURFHVVRV\x11\x03 $\x03 UHDomR\x03 GH\x03VXEVWLWXLomR\x03 QXFOHRItOLFD\x03 HQWUH\x03 R\x03 DQLGULGR\x03 DFpWLFR\x03 H\x03 D\x03hidroxilamina está representada. O + NH2OH Anidrido acéticoOO OH OHOO ONH2 OH N HProduto A Produto BO + +O 2\x03SURGXWR\x03$\x03p\x03IDYRUHFLGR\x03HP\x03UHODomR\x03DR\x03%\x0f\x03SRU\x03XP\x03 fator de 105\x11\x03 (P\x03 XP\x03 HVWXGR\x03 GH\x03 SRVVtYHO\x03 VXEVWLWXLomR\x03 do uso de hidroxilamina, foram testadas as móleculas numeradas de 1 a 5. HO NH2N O H 12 3HON 5ON 4HON H Dentre as moléculas testadas, qual delas apresentou menor reatividade? A1 B\x15 C3 D\x17 E5']"
112,A,,"['Um estudante relatou que o mapeamento do DNA da cevada foi quase todo concluído e seu código genético GHVYHQGDGR\x11\x03&KDPRX\x03DWHQomR\x03SDUD\x03R\x03Q~PHUR\x03GH\x03JHQHV\x03que compõem esse código genético e que a semente da cevada, apesar de pequena, possui um genoma mais complexo que o humano, sendo boa parte desse código constituída de sequências repetidas. Nesse contexto, o conceito de código genético está abordado de forma equivocada. &LHQWL¿FDPHQWH\x03HVVH\x03FRQFHLWR\x03p\x03GH¿QLGR\x03FRPR AWULQFDV\x03GH\x03QXFOHRWtGHRV\x03TXH\x03FRGL¿FDP\x03RV\x03DPLQRiFLGRV\x11 BORFDOL]DomR\x03GH\x03WRGRV\x03RV\x03JHQHV\x03HQFRQWUDGRV\x03HP\x03XP\x03 genoma. CFRGL¿FDomR\x03GH\x03VHTXrQFLDV\x03UHSHWLGDV\x03SUHVHQWHV\x03HP\x03 um genoma. Dconjunto de todos os RNAs mensageiros transcritos em um organismo. Etodas as sequências de pares de bases presentes em um organismo.20 15 10 5 00123456 7R (ȍ i\x03 $ 30 25 20 15 100123456 7R(ȍ i\x03 $ 2345678 1 0 0123456 7R(ȍ i $ 1012141618 8 0123456 7R(ȍ i $ 102030405060 0 0123456 7R(ȍ i $ *DO0525AM7*&1\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x1b']"
113,B,,"[""Células solares à base de TiO\x15\x03VHQVLELOL]DGDV\x03SRU\x03FRUDQWHV\x03 6 \x03VmR\x03SURPLVVRUDV\x03H\x03SRGHUmR\x03YLU\x03 D\x03VXEVWLWXLU\x03DV\x03FpOXODV\x03GH\x03 silício. Nessas células, o corante adsorvido sobre o TiO\x15 é responsável por absorver a energia luminosa ( hȞ), e o corante excitado (S*) é capaz de transferir elétrons para o TiO\x15\x11\x038P\x03HVTXHPD\x03GHVVD\x03FpOXOD\x03H\x03RV\x03SURFHVVRV\x03HQYROYLGRV\x03HVWmR\x03 LOXVWUDGRV\x03QD\x03¿JXUD\x11\x03$\x03FRQYHUVmR\x03GH\x03HQHUJLD\x03VRODU\x03HP\x03HOpWULFD\x03R FRUUH\x03SRU\x03PHLR\x03GD\x03VHTXrQFLD\x03GH\x03UHDo}HV\x03DSUHVHQWDGDV\x11 Corante Eletrodo de PtEletrodo de TiO2com corante Mediador de carga eíeíhv S/S+S* IíI3í eíeí eíTiO2|S + hȞĺTiO2|S* (1) (2) (3) (4)TiO2|S*ĺTiO2|S+ + eí 1 2I3í+ eíĺ Ií3 2TiO2|S++ IíĺTiO2|S + I3í 3 21 2 /21*2\x0f\x03&\x11 \x03'(\x033$2/,\x0f\x030\x11\x10$\x11\x03'\\H\x106HQVLWL]HG\x036RODU\x03&HOOV \x03$\x036XFFHV VIXO\x03&RPELQDWLRQ\x03RI\x030DWHULDOV\x11\x03 Journal of the Brazilian Chemical Society \x0f\x03Q\x11\x03\x19\x0f\x03\x15\x13\x13\x16\x03 DGDSWDGR \x11 $\x03UHDomR\x03\x16\x03p\x03IXQGDPHQWDO\x03SDUD\x03R\x03FRQWtQXR\x03IXQFLRQDPHQWR\x03GD\x03FpOXO D\x03VRODU\x0f\x03SRLV AUHGX]\x03tRQV\x03,í\x03D\x03,3í. Bregenera o corante. CJDUDQWH\x03TXH\x03D\x03UHDomR\x03\x17\x03RFRUUD\x11 DSURPRYH\x03D\x03R[LGDomR\x03GR\x03FRUDQWH\x11 Etransfere elétrons para o eletrodo de TiO\x15.""]"
114,D,,"['O nível metabólico de uma célula pode ser determinado pela taxa de síntese de RNAs e proteínas, processos GHSHQGHQWHV\x03GH\x03HQHUJLD\x11\x03(VVD\x03GLIHUHQoD\x03QD\x03WD[D\x03GH\x03VtQWHVH\x03GH\x03EL RPROpFXODV\x03p\x03UHÀHWLGD\x03QD\x03DEXQGkQFLD\x03H\x03FDUDFWHUtVWLFDV\x03 PRUIROyJLFDV\x03GRV\x03FRPSRQHQWHV\x03FHOXODUHV\x11\x03(P\x03XPD\x03HPSUHVD\x03GH\x03SURGX omR\x03GH\x03KRUP{QLRV\x03SURWHLFRV\x03D\x03SDUWLU\x03GR\x03FXOWLYR\x03GH\x03 células animais, um pesquisador deseja selecionar uma linhagem com o metabolismo de síntese mais elevado, dentre DV\x03FLQFR\x03HVTXHPDWL]DGDV\x03QD\x03¿JXUD\x11 Qual linhagem deve ser escolhida pelo pesquisador? A, B,, C,,, D,9 EV*DO0525AM8*&1\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03']"
115,B,,"['O deserto é um bioma que se localiza em regiões de pouca umidade. A fauna é, predominantemente, composta por animais roedores, aves, répteis e artrópodes. 8PD\x03DGDSWDomR\x0f\x03DVVRFLDGD\x03D\x03HVVH\x03ELRPD\x0f\x03SUHVHQWH\x03QRV\x03 seres vivos dos grupos citados é o(a) Aexistência de numerosas glândulas sudoríparas na epiderme. BHOLPLQDomR\x03 GH\x03 H[FUHWDV\x03 QLWURJHQDGDV\x03 GH\x03 IRUPD\x03 concentrada. CGHVHQYROYLPHQWR\x03GR\x03HPEULmR\x03QR\x03LQWHULRU\x03GH\x03RYR\x03FRP\x03FDVFD\x11 Dcapacidade de controlar a temperatura corporal. EUHVSLUDomR\x03UHDOL]DGD\x03SRU\x03SXOP}HV\x03IROLiFHRV\x11']"
116,C,,"[""2\x03VXOIHWR\x03GH\x03PHUF~ULR ,, \x03IRL\x03XVDGR\x03FRPR\x03SLJPHQWR\x03 vermelho para pinturas de quadros e murais. Esse pigmento, conhecido como vermilion , escurece com o passar dos anos, fenômeno cuja origem é alvo de SHVTXLVDV\x11\x03$YHQWRX\x10VH\x03 D\x03 KLSyWHVH\x03 GH\x03 TXH\x03 R\x03 vermilion VHMD\x03GHFRPSRVWR\x03VRE\x03D\x03DomR\x03GD\x03OX]\x0f\x03SURGX]LQGR\x03XPD\x03¿QD\x03FDPDGD\x03GH\x03PHUF~ULR\x03PHWiOLFR\x03QD\x03VXSHUItFLH\x11\x03(VVD\x03UHDomR\x03seria catalisada por íon cloreto presente na umidade do ar. WOGAN, T. 0HUFXU\\ V\x03'DUN\x03,QÀXHQFH\x03RQ\x03$UW . Disponível em: www.chemistryworld.com. $FHVVR\x03HP \x03\x15\x19\x03DEU\x11\x03\x15\x13\x14\x1b\x03 DGDSWDGR \x11 Segundo a hipótese proposta, o íon cloreto atua na GHFRPSRVLomR\x03IRWRTXtPLFD\x03GR\x03 vermilion Areagindo como agente oxidante. Bdeslocando o equilíbrio químico. CGLPLQXLQGR\x03D\x03HQHUJLD\x03GH\x03DWLYDomR\x11 Dprecipitando cloreto de mercúrio. Eabsorvendo a energia da luz visível.""]"
117,C,,"[""O sonorizador é um dispositivo físico implantado sobre a superfície de uma rodovia de modo que provoque XPD\x03 WUHSLGDomR\x03 H\x03 UXtGR\x03 TXDQGR\x03 GD\x03 SDVVDJHP\x03 GH\x03 XP\x03 YHtFXOR\x03VREUH\x03HOH\x0f\x03DOHUWDQGR\x03SDUD\x03XPD\x03VLWXDomR\x03DWtSLFD\x03j\x03frente, como obras, pedágios ou travessia de pedestres. $R\x03SDVVDU\x03VREUH\x03RV\x03VRQRUL]DGRUHV\x0f\x03D\x03VXVSHQVmR\x03GR\x03YHtFXOR\x03 sofre vibrações que produzem ondas sonoras, resultando em um barulho peculiar. Considere um veículo que passe com velocidade constante igual a 108km h sobre um sonorizador FXMDV\x03IDL[DV\x03VmR\x03VHSDUDGDV\x03SRU\x03XPD\x03GLVWkQFLD de 8 cm. 'LVSRQtYHO\x03HP \x03ZZZ\x11GHQDWUDQ\x11JRY\x11EU\x11\x03$FHVVR\x03HP \x03\x15\x03VHW\x11\x03\x15\x13\x14\x18\x03 DGD SWDGR \x11 $\x03IUHTXrQFLD\x03GD\x03YLEUDomR\x03GR\x03DXWRPyYHO\x03SHUFHELGD\x03SHOR\x03 condutor durante a passagem nesse sonorizador é mais próxima de A8,6 hertz. B13,5 hertz. C\x16\x1a\x18\x03KHUW]\x11 D1 350 hertz. E\x17\x03\x1b\x19\x13\x03K ertz.""]"
118,A,,"['As pessoas que utilizam objetos cujo princípio de funcionamento é o mesmo do das alavancas aplicam uma força, chamada de força potente, em um dado ponto da barra, para superar ou equilibrar uma segunda força, chamada de resistente, em outro ponto da barra. Por causa GDV\x03GLIHUHQWHV\x03GLVWkQFLDV\x03HQWUH\x03RV\x03SRQWRV\x03GH\x03DSOLFDomR\x03GDV\x03IRUoDV\x0f\x03SRWHQWH\x03H\x03UHVLVWHQWH\x0f\x03RV\x03VHXV\x03HIHLWRV\x03WDPEpP\x03VmR\x03GLIHUHQWHV\x11\x03$\x03¿JXUD\x03PRVWUD\x03DOJXQV\x03H[HPSORV\x03GHVVHV\x03REMHWRV\x11 Em qual dos objetos a força potente é maior que a força resistente? APinça. BAlicate. C4XHEUD\x10QR]HV\x11 D&DUULQKR\x03GH\x03PmR\x11 EAbridor de garrafa.']"
119,C,,"['1D\x03PLWRORJLD\x03JUHJD\x0f\x031LyELD\x03HUD\x03D\x03¿OKD\x03GH\x037kQWDOR\x0f\x03GRLV\x03 personagens conhecidos pelo sofrimento. O elemento TXtPLFR\x03GH\x03Q~PHUR\x03DW{PLFR\x03 = \x03LJXDO\x03D\x03\x17\x14\x03 WHP\x03SURSULHGDGHV\x03 TXtPLFDV\x03H\x03ItVLFDV\x03WmR\x03SDUHFLGDV\x03FRP\x03DV\x03GR\x03HOHPHQWR\x03GH\x03Q~PHUR\x03DW{PLFR\x03\x1a\x16\x03TXH\x03FKHJDUDP\x03D\x03VHU\x03FRQIXQGLGRV\x11\x03Por isso, em homenagem a esses dois personagens da mitologia grega, foi conferido a esses elementos os nomes GH\x03QLyELR\x03 =\x03 \x03\x17\x14 \x03H\x03WkQWDOR\x03 =\x03 \x03\x1a\x16 \x11\x03(VVHV\x03GRLV\x03HOHPHQWRV\x03 químicos adquiriram grande importância econômica na PHWDOXUJLD\x0f\x03QD\x03SURGXomR\x03GH\x03VXSHUFRQGXWRUHV\x03H\x03HP\x03RXWUDV\x03 aplicações na indústria de ponta, exatamente pelas propriedades químicas e físicas comuns aos dois. .($1\x0f\x036\x11\x03 A colher que desaparece : e outras histórias reais de loucura, amor e morte a SDUWLU\x03GRV\x03HOHPHQWRV\x03TXtPLFRV\x11\x035LR\x03GH\x03-DQHLUR \x03=DKDU\x0f\x03\x15\x13\x14\x14\x03 DGD SWDGR \x11 ', 'importância econômica e tecnológica desses elementos, pela similaridade de suas propriedades químicas e físicas, GHYH\x10VH\x03D Aterem elétrons no subnível f. BVHUHP\x03HOHPHQWRV\x03GH\x03WUDQVLomR\x03LQWHUQD\x11 Cpertencerem ao mesmo grupo na tabela periódica. DWHUHP\x03VHXV\x03HOpWURQV\x03PDLV\x03H[WHUQRV\x03QRV\x03QtYHLV\x03\x17\x03H\x03\x18\x0f\x03 respectivamente. Eestarem localizados na família dos alcalinos terrosos e alcalinos, respectivamente.*DO0525AM9*&1\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x14\x13']"
120,D,,"['2\x03SURFHVVR\x03GH\x03IRUPDomR\x03GH\x03QRYDV\x03HVSpFLHV\x03p\x03OHQWR\x03H\x03UHSOHWR\x03GH\x03Q XDQFHV\x03H\x03HVWiJLRV\x03LQWHUPHGLiULRV\x0f\x03KDYHQGR\x03XPD\x03 GLPLQXLomR\x03GD\x03YLDELOLGDGH\x03HQWUH\x03FUX]DPHQWRV\x11\x03$VVLP\x0f\x03SODQWDV\x03RUL JLQDOPHQWH\x03GH\x03XPD\x03PHVPD\x03HVSpFLH\x03TXH\x03QmR\x03FUX]DP\x03 mais entre si podem ser consideradas como uma espécie se diferenciando. Um pesquisador realizou cruzamentos HQWUH\x03QRYH\x03SRSXODo}HV\x03²\x03GHQRPLQDGDV\x03GH\x03DFRUGR\x03FRP\x03D\x03ORFDOL]DomR \x03RQGH\x03VmR\x03HQFRQWUDGDV\x03²\x03GH\x03XPD\x03HVSpFLH\x03 de orquídea ( Epidendrum denticulatum \x11\x031R\x03GLDJUDPD\x03HVWmR\x03RV\x03UHVXOWDGRV\x03GRV\x03FUX]DPHQWRV\x03HQWUH\x03DV\x03SRS XODo}HV\x11\x03 Considere que o doador fornece o pólen para o receptor. DOADOR RECEPTOR - Polinização induzida inviável ou nulaDOADOR RECEPTOR - Polinização induzida bem-sucedidaPÃO DE AÇÚCARRESULTADOS DOSCRUZAMENTOS PETI PETI ALCOBAÇA OLIVENÇA MARAMBAIA MASSAMBABA Mata Atlântica CerradoBERTIOGAITAPEVAITIRAPINA ),25$9$17,\x0f\x03&\x11\x032V\x03SULPHLURV\x03SDVVRV\x03GH\x03QRYDV\x03HVSpFLHV \x03SODQWDV\x03H \x03DQLPDLV\x03VH\x03GLIHUHQFLDP\x03SRU\x03PHLR\x03GH\x03PHFDQLVPRV\x03VXUSUHHQGHQWHV\x11\x03 Pesquisa Fapesp \x0f\x03RXW\x11\x03\x15\x13\x14\x16\x03 DGDSWDGR \x11 (P\x03SRSXODo}HV\x03GH\x03TXDLV\x03ORFDOLGDGHV\x03VH\x03REVHUYD\x03XP\x03SURFHVVR\x03GH\x03HV SHFLDomR\x03HYLGHQWH"" ABertioga e Marambaia; Alcobaça e Olivença. B,WLUDSLQD\x03H\x03,WDSHYD \x030DUDPEDLD\x03H\x030DVVDPEDED\x11 C,WLUDSLQD\x03H\x030DUDPEDLD \x03$OFREDoD\x03H\x03,WLUDSLQD\x11 D,WLUDSLQD\x03H\x033HWL \x03$OFREDoD\x03H\x030DUDPEDLD\x11 E,WLUDSLQD\x03H\x032OLYHQoD \x030DUDPEDLD\x03H\x033HWL\x11']"
121,C,,"['O cruzamento de duas espécies da família das Anonáceas, a cherimoia ( Annona cherimola \x03FRP\x03D\x03IUXWD\x10SLQKD\x03 (Annona squamosa \x0f\x03UHVXOWRX\x03HP\x03XPD\x03SODQWD\x03KtEULGD\x03GHQRPLQDGD\x03GH\x03DWHPRLD\x11\x035HFRPH QGD\x10VH\x03TXH\x03R\x03VHX\x03SODQWLR\x03VHMD\x03 por meio de enxertia. Um dos benefícios dessa forma de plantio é a ADPSOLDomR\x03GD\x03YDULDELOLGDGH\x03JHQpWLFD\x11\x03 BSURGXomR\x03GH\x03IUXWRV\x03GDV\x03GXDV\x03HVSpFLHV\x11\x03 CPDQXWHQomR\x03GR\x03JHQyWLSR\x03GD\x03SODQWD\x03KtEULGD\x11\x03 DUHSURGXomR\x03GH\x03FORQHV\x03GDV\x03SODQWDV\x03SDUHQWDLV\x11\x03 EPRGL¿FDomR\x03GR\x03JHQRPD\x03GHFRUUHQWH\x03GD\x03WUDQVJHQLD\x11*DO0525AM10*&1\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x14\x14']"
